AC REG,PERIODE,AIRCRAFT TYPE,SERVICE TYPE,ROUNDTRIPROUTE,FLIGHT ROUTE
PKGHA,SEP,AC334,DOM,CGK-DPS-CGK,DPS-CGK
PKGPM,SEP,AC32E,DOM,CGK-DPS-CGK,DPS-CGK
PKGHC,SEP,AC334,DOM,CGK-DPS-CGK,DPS-CGK
PKGMC,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGHE,SEP,AC339,DOM,CGK-DPS-CGK,DPS-CGK
PKGII,SEP,AC777,DOM,CGK-DPS-CGK,DPS-CGK
PKGMV,SEP,AC738,DOM,CGK-DPS-CGK,CGK-DPS
PKGIG,SEP,AC773,DOM,CGK-DPS-CGK,CGK-DPS
PKGPW,SEP,AC330,DOM,CGK-DPS-CGK,CGK-DPS
PKGNA,SEP,AC738,DOM,CGK-DPS-CGK,CGK-DPS
PKGFF,SEP,AC738,DOM,CGK-DPS-CGK,CGK-DPS
PKGMY,SEP,AC738,DOM,CGK-DPS-CGK,CGK-DPS
PKGMF,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGMI,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGFR,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGMW,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGHD,SEP,AC334,DOM,CGK-DPS-CGK,DPS-CGK
PKGMA,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGPT,SEP,AC330,DOM,CGK-DPS-CGK,CGK-DPS
PKGPU,SEP,AC330,DOM,CGK-DPS-CGK,CGK-DPS
PKGPZ,SEP,AC334,DOM,CGK-DPS-CGK,CGK-DPS
PKGPY,SEP,AC330,DOM,CGK-DPS-CGK,CGK-DPS
PKGHA,SEP,AC334,DOM,CGK-DPS-CGK,CGK-DPS
PKGIC,SEP,AC777,DOM,CGK-DPS-CGK,CGK-DPS
PKGMV,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGIG,SEP,AC773,DOM,CGK-DPS-CGK,DPS-CGK
PKGNA,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGNN,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGNG,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGPT,SEP,AC330,DOM,CGK-DPS-CGK,DPS-CGK
PKGPV,SEP,AC330,DOM,CGK-DPS-CGK,DPS-CGK
PKGPU,SEP,AC330,DOM,CGK-DPS-CGK,DPS-CGK
PKGPY,SEP,AC330,DOM,CGK-DPS-CGK,DPS-CGK
PKGIC,SEP,AC777,DOM,CGK-DPS-CGK,DPS-CGK
PKGMU,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGFG,SEP,AC738,DOM,CGK-DPS-CGK,DPS-CGK
PKGMP,SEP,AC738,DOM,CGK-DPS-CGK,CGK-DPS
PKGFG,SEP,AC738,DOM,CGK-DPS-CGK,CGK-DPS
PKGFQ,SEP,AC738,DOM,CGK-DPS-CGK,CGK-DPS
PKGNE,SEP,AC738,DOM,CGK-DPS-CGK,CGK-DPS
PKGFG,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGII,SEP,AC777,DOM,CGK-AMI-CGK,CGK-AMI
PKGNF,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGPZ,SEP,AC334,DOM,CGK-AMI-CGK,CGK-AMI
PKGFV,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGMC,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGFS,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGNG,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGMX,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGNC,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGMD,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGNN,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGNR,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGIH,SEP,AC777,DOM,CGK-AMI-CGK,CGK-AMI
PKGFH,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGFP,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGUA,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGFU,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGMW,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGNH,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGMM,SEP,AC738,DOM,CGK-AMI-CGK,CGK-AMI
PKGFG,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGII,SEP,AC777,DOM,CGK-AMI-CGK,AMI-CGK
PKGNF,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGPZ,SEP,AC334,DOM,CGK-AMI-CGK,AMI-CGK
PKGFV,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGMC,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGFS,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGNG,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGMX,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGNC,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGMD,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGNN,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGNR,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGIH,SEP,AC777,DOM,CGK-AMI-CGK,AMI-CGK
PKGFH,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGFP,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGUA,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGFU,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGMW,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGNH,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGMM,SEP,AC738,DOM,CGK-AMI-CGK,AMI-CGK
PKGNN,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGUA,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGMX,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGUC,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGFG,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGMM,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGFX,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGNH,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGMD,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGMW,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGFS,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGFF,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGFV,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,CGK-SUB-KOE
PKGNN,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGUA,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGMX,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGUC,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGFG,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGMM,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGFX,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGNH,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGMD,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGMW,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGFS,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGFF,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGFV,SEP,AC738,DOM,CGK-SUB-KOE-SUB-CGK,KOE-SUB-CGK
PKGUA,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGNA,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGFU,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGMI,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGMU,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGMP,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGNQ,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGFX,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGMF,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGMC,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGMM,SEP,AC738,DOM,CGK-LBJ-CGK,CGK-LBJ
PKGUA,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGNA,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGFU,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGMI,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGMU,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGMP,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGNQ,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGFX,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGMF,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGMC,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGMM,SEP,AC738,DOM,CGK-LBJ-CGK,LBJ-CGK
PKGMM,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFF,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGMY,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGNH,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGUA,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFQ,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFU,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGNF,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFG,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGNQ,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFR,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFD,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGMP,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGMW,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGNA,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFV,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFW,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGNG,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFJ,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGFH,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGUC,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGMF,SEP,AC738,DOM,CGK-PNK-CGK,CGK-PNK
PKGNE,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFF,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMP,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFD,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMW,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMU,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGUE,SEP,AC73G,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMI,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGNQ,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFR,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFV,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGUC,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMF,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFS,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFP,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGNC,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFU,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFF,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGNC,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMF,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMV,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGNH,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGFP,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMA,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGUA,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMI,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGFU,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGUC,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMY,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGNA,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMW,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGFS,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGFJ,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGFX,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGFV,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGUE,SEP,AC73G,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGNG,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMM,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGNE,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMP,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGFD,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMU,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGNQ,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGFR,SEP,AC738,DOM,CGK-BDJ-CGK,BDJ-CGK
PKGMC,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMA,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGUA,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFJ,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGNA,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMM,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFX,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMV,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGMY,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGNH,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGNG,SEP,AC738,DOM,CGK-BDJ-CGK,CGK-BDJ
PKGFJ,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGUD,SEP,AC73G,DOM,CGK-BPN-CGK,CGK-BPN
PKGMD,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMY,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMI,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFM,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMP,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFR,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGNN,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGNG,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMU,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMA,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFV,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFD,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMX,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGNQ,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFS,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGNE,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMF,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFG,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFP,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFX,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFJ,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGUD,SEP,AC73G,DOM,CGK-BPN-CGK,BPN-CGK
PKGMD,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMY,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMI,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFM,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMP,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFR,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGNN,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGNG,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMU,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMA,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFV,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFD,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMX,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGNQ,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFS,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGNE,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMF,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFG,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFP,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFX,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGNC,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMW,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFF,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGMC,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGHC,SEP,AC334,DOM,CGK-BPN-CGK,CGK-BPN
PKGUC,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGUA,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGFU,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGNF,SEP,AC738,DOM,CGK-BPN-CGK,CGK-BPN
PKGPY,SEP,AC330,DOM,CGK-BPN-CGK,CGK-BPN
PKGNC,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMW,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFF,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGMC,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGHC,SEP,AC334,DOM,CGK-BPN-CGK,BPN-CGK
PKGUC,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGUA,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGFU,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGNF,SEP,AC738,DOM,CGK-BPN-CGK,BPN-CGK
PKGPY,SEP,AC330,DOM,CGK-BPN-CGK,BPN-CGK
PKGMY,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGMI,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGFJ,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGMF,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGNF,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGNQ,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGFW,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGFR,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGNR,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGFU,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGMV,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGMW,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGMD,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGFF,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGNC,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGMX,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGFD,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
PKGMY,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGMI,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGFJ,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGMF,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGNF,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGNQ,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGFW,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGFR,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGNR,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGFU,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGMV,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGMW,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGMD,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGFF,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGNC,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGMX,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGFD,SEP,AC738,DOM,CGK-MDC-CGK,MDC-CGK
PKGFP,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFM,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFX,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFS,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGNN,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGMI,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFU,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGUC,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGMV,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFJ,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGMF,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGMP,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFF,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGMY,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGMA,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFR,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGNH,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFH,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,CGK-UPG-KDI
PKGFP,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFM,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFX,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFS,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGNN,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGMI,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFU,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGUC,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGMV,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFJ,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGMF,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGMP,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFF,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGMY,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGMA,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFR,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGNH,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFH,SEP,AC738,DOM,CGK-UPG-KDI-UPG-CGK,KDI-UPG-CGK
PKGFP,SEP,AC738,DOM,CGK-MDC-CGK,CGK-MDC
