AC REG,PERIODE,AIRCRAFT TYPE,SERVICE TYPE,ROUNDTRIPROUTE,FLIGHT ROUTE
PKGFF,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNN,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGUE,MAR,AC73G,DOM,CGK-PKU-CGK,CGK-PKU
PKGFQ,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMM,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFX,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMP,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFP,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFV,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGUC,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGUD,MAR,AC73G,DOM,CGK-PKU-CGK,PKU-CGK
PKGMA,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMI,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMF,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMY,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFF,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGNN,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGUE,MAR,AC73G,DOM,CGK-PKU-CGK,PKU-CGK
PKGFQ,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMM,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFX,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMP,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFP,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMD,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFU,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNF,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFI,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNG,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFG,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMC,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMD,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFU,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGNF,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFI,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGNG,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFG,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMC,MAR,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGPZ,MAR,AC334,DOM,CGK-MES-CGK,CGK-MES
PKGIA,MAR,AC777,DOM,CGK-MES-CGK,CGK-MES
PKGUC,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFH,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGPE,MAR,AC33R,DOM,CGK-MES-CGK,CGK-MES
PKGFI,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGPM,MAR,AC32E,DOM,CGK-MES-CGK,CGK-MES
PKGMM,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNF,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNG,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNC,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMD,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFU,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMP,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGPV,MAR,AC330,DOM,CGK-MES-CGK,CGK-MES
PKGFU,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFI,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGUC,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMM,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFQ,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGPZ,MAR,AC334,DOM,CGK-MES-CGK,MES-CGK
PKGIA,MAR,AC777,DOM,CGK-MES-CGK,MES-CGK
PKGFH,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGPE,MAR,AC33R,DOM,CGK-MES-CGK,MES-CGK
PKGPM,MAR,AC32E,DOM,CGK-MES-CGK,MES-CGK
PKGNF,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNG,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNC,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMD,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMP,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGPV,MAR,AC330,DOM,CGK-MES-CGK,MES-CGK
PKGNE,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFP,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFV,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNE,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFP,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFV,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFD,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFG,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNN,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMU,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFU,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFF,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFX,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMI,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNF,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGUC,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFP,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGUE,MAR,AC73G,DOM,CGK-YIA-CGK,CGK-YIA
PKGFJ,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNR,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMV,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNH,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMF,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMC,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMA,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFD,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFG,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNN,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMU,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFU,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFF,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFX,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMI,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNF,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGUC,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFP,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGUE,MAR,AC73G,DOM,CGK-YIA-CGK,YIA-CGK
PKGFJ,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNR,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMV,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNH,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMF,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMC,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMA,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFI,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNC,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFW,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFM,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNG,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMP,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGUD,MAR,AC73G,DOM,CGK-YIA-CGK,CGK-YIA
PKGMY,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFI,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNC,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFW,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFM,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNG,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMP,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGUD,MAR,AC73G,DOM,CGK-YIA-CGK,YIA-CGK
PKGMY,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFQ,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMX,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFV,MAR,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGPW,MAR,AC330,DOM,CGK-YIA-CGK,CGK-YIA
PKGFQ,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMX,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFV,MAR,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGPW,MAR,AC330,DOM,CGK-YIA-CGK,YIA-CGK
PKGUC,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFP,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGUD,MAR,AC73G,DOM,CGK-SOC-CGK,SOC-CGK
PKGFJ,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNA,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFX,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNG,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMX,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFS,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFW,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMA,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFF,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNR,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFM,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMV,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNE,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNH,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFU,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGUC,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNF,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNR,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFQ,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGUE,MAR,AC73G,DOM,CGK-SOC-CGK,CGK-SOC
PKGFX,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMX,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFM,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMM,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFS,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMF,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFH,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFV,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNC,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFU,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNF,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFQ,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGUE,MAR,AC73G,DOM,CGK-SOC-CGK,SOC-CGK
PKGMM,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMF,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFH,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFV,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNC,MAR,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFP,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGUD,MAR,AC73G,DOM,CGK-SOC-CGK,CGK-SOC
PKGFJ,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNA,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNG,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFW,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMA,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFF,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMV,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNE,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNH,MAR,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNC,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFP,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFD,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFF,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMP,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMM,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGUE,MAR,AC73G,DOM,CGK-SRG-CGK,CGK-SRG
PKGMV,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFW,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGUD,MAR,AC73G,DOM,CGK-SRG-CGK,CGK-SRG
PKGFM,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMI,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFQ,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFI,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFV,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFU,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMX,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMU,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNH,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNC,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFP,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFD,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFF,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMP,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMM,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGUE,MAR,AC73G,DOM,CGK-SRG-CGK,SRG-CGK
PKGMV,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFW,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGUD,MAR,AC73G,DOM,CGK-SRG-CGK,SRG-CGK
PKGFM,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMI,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFQ,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFI,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFV,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFU,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMX,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMU,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNH,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGUC,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNF,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMF,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNN,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNR,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFG,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMY,MAR,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGUC,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNF,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMF,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNN,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNR,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFG,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMY,MAR,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMA,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGMM,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFG,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGNN,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFI,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGMC,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFQ,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFS,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFW,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGMI,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGNC,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGNG,MAR,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGMA,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGMM,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFG,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGNN,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFI,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGMC,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFQ,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFS,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFW,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGMI,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGNC,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGNG,MAR,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGNC,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGFF,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGNH,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGMP,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGUC,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGMX,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGFS,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGUD,MAR,AC73G,DOM,CGK-MLG-CGK,CGK-MLG
PKGFG,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGNR,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGMU,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGUE,MAR,AC73G,DOM,CGK-MLG-CGK,CGK-MLG
PKGFW,MAR,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGNC,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGFF,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGNH,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGMP,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGUC,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGMX,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGFS,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGUD,MAR,AC73G,DOM,CGK-MLG-CGK,MLG-CGK
PKGFG,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGNR,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGMU,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGUE,MAR,AC73G,DOM,CGK-MLG-CGK,MLG-CGK
PKGFW,MAR,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGFX,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFF,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGUE,MAR,AC73G,DOM,CGK-BKS-CGK,CGK-BKS
PKGMV,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMI,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGUD,MAR,AC73G,DOM,CGK-BKS-CGK,CGK-BKS
PKGNH,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFM,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGNR,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGNG,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMP,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMX,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMC,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGUC,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFQ,MAR,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFX,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFF,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGUE,MAR,AC73G,DOM,CGK-BKS-CGK,BKS-CGK
PKGMV,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGMI,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGUD,MAR,AC73G,DOM,CGK-BKS-CGK,BKS-CGK
PKGNH,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFM,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGNR,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGNG,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGMP,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGMX,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGMC,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGUC,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFQ,MAR,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFH,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFQ,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFS,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMC,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNR,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMU,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFM,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFI,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMV,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNN,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMX,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNC,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNG,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNQ,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMY,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNE,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNF,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFF,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMA,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFJ,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGMY,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFQ,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGMX,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGNR,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGMF,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFD,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGMI,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGNE,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGUC,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFI,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFS,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGNC,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGMP,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFX,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGNG,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFG,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFF,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGNN,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFP,MAR,AC738,DOM,CGK-SUB-CGK,CGK-SUB
PKGFJ,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMF,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFD,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMI,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGUC,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMP,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFX,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFG,MAR,AC738,DOM,CGK-SUB-CGK,SUB-CGK
